,Species,Total,port,Year
552,"Greenling, kelp","1,493",Morro Bay,2007
553,Grenadier,160,Morro Bay,2007
554,Hagfishes,"47,275",Morro Bay,2007
555,"Halibut, California","4,227",Morro Bay,2007
556,Lingcod,"17,912",Morro Bay,2007
557,Louvar,179,Morro Bay,2007
558,"Mackerel, unspecified",24,Morro Bay,2007
559,Opah,"10,537",Morro Bay,2007
560,"Pomfret, Pacific",17,Morro Bay,2007
561,"Ratfish, spotted",160,Morro Bay,2007
562,"Rockfish, China",157,Morro Bay,2007
563,"Rockfish, bank","15,827",Morro Bay,2007
564,"Rockfish, black-and-yellow","14,325",Morro Bay,2007
565,"Rockfish, black",610,Morro Bay,2007
566,"Rockfish, blackgill","7,724",Morro Bay,2007
567,"Rockfish, blue","2,175",Morro Bay,2007
568,"Rockfish, bocaccio",191,Morro Bay,2007
569,"Rockfish, bronzespotted",37,Morro Bay,2007
570,"Rockfish, brown","38,758",Morro Bay,2007
571,"Rockfish, chilipepper","1,944",Morro Bay,2007
572,"Rockfish, copper","1,144",Morro Bay,2007
573,"Rockfish, darkblotched",267,Morro Bay,2007
574,"Rockfish, flag",5,Morro Bay,2007
575,"Rockfish, gopher","23,628",Morro Bay,2007
576,"Rockfish, grass","23,031",Morro Bay,2007
577,"Rockfish, greenstriped",15,Morro Bay,2007
578,"Rockfish, group black/blue",3,Morro Bay,2007
579,"Rockfish, group bolina",442,Morro Bay,2007
580,"Rockfish, group gopher",791,Morro Bay,2007
581,"Rockfish, group red",706,Morro Bay,2007
582,"Rockfish, group rosefish","1,867",Morro Bay,2007
583,"Rockfish, group slope",6,Morro Bay,2007
584,"Rockfish, kelp",368,Morro Bay,2007
585,"Rockfish, olive",49,Morro Bay,2007
586,"Rockfish, redbanded",6,Morro Bay,2007
587,"Rockfish, rosy",11,Morro Bay,2007
588,"Rockfish, speckled",2,Morro Bay,2007
589,"Rockfish, splitnose","1,364",Morro Bay,2007
590,"Rockfish, starry",41,Morro Bay,2007
591,"Rockfish, treefish","1,911",Morro Bay,2007
592,"Rockfish, unspecified",15,Morro Bay,2007
593,"Rockfish, vermilion","7,757",Morro Bay,2007
594,"Rockfish, widow",90,Morro Bay,2007
595,"Rockfish, yellowtail",164,Morro Bay,2007
596,Sablefish,"258,910",Morro Bay,2007
597,"Salmon, Chinook","12,144",Morro Bay,2007
598,Salmon,"2,834",Morro Bay,2007
599,Sanddab,5,Morro Bay,2007
600,"Seabass, white","1,257",Morro Bay,2007
601,"Shark, Pacific angel",297,Morro Bay,2007
602,"Shark, leopard",65,Morro Bay,2007
603,"Shark, sevengill",26,Morro Bay,2007
604,"Shark, shortfin mako","4,201",Morro Bay,2007
605,"Shark, soupfin",436,Morro Bay,2007
606,"Shark, thresher","10,113",Morro Bay,2007
607,"Shark, unspecified",15,Morro Bay,2007
608,"Sheephead, California",331,Morro Bay,2007
609,"Skate, unspecified",114,Morro Bay,2007
610,"Sole, Dover","4,240",Morro Bay,2007
611,"Sole, English",45,Morro Bay,2007
612,"Sole, petrale","22,837",Morro Bay,2007
613,"Sole, rex","1,693",Morro Bay,2007
614,"Sole, rock",2,Morro Bay,2007
615,"Sole, sand",26,Morro Bay,2007
616,"Sole, unspecified",81,Morro Bay,2007
617,"Surfperch, barred",720,Morro Bay,2007
618,"Surfperch, calico",3,Morro Bay,2007
619,"Bonito, Pacific",356,Morro Bay,2006
620,Butterfish (Pacific pompano),2,Morro Bay,2006
621,Cabezon,"30,956",Morro Bay,2006
622,"Croaker, white","2,250",Morro Bay,2006
623,"Eel, monkeyface (prickleback)",57,Morro Bay,2006
624,"Flounder, starry","1,031",Morro Bay,2006
625,"Flounder, unspecified",824,Morro Bay,2006
626,"Greenling, kelp","1,657",Morro Bay,2006
627,"Guitarfish, shovelnose",23,Morro Bay,2006
628,Hagfishes,"5,946",Morro Bay,2006
629,"Halibut, California","16,674",Morro Bay,2006
630,Lingcod,"17,417",Morro Bay,2006
631,Louvar,759,Morro Bay,2006
632,Opah,"7,324",Morro Bay,2006
633,"Rockfish, China",69,Morro Bay,2006
634,"Rockfish, aurora",96,Morro Bay,2006
635,"Rockfish, bank","19,933",Morro Bay,2006
636,"Rockfish, black-and-yellow","10,485",Morro Bay,2006
637,"Rockfish, black",114,Morro Bay,2006
638,"Rockfish, blackgill","27,628",Morro Bay,2006
639,"Rockfish, blue",963,Morro Bay,2006
640,"Rockfish, bocaccio",317,Morro Bay,2006
641,"Rockfish, brown","37,919",Morro Bay,2006
642,"Rockfish, canary",199,Morro Bay,2006
643,"Rockfish, chilipepper","1,078",Morro Bay,2006
644,"Rockfish, copper",682,Morro Bay,2006
645,"Rockfish, darkblotched",519,Morro Bay,2006
646,"Rockfish, flag",449,Morro Bay,2006
647,"Rockfish, gopher","16,230",Morro Bay,2006
648,"Rockfish, grass","20,803",Morro Bay,2006
649,"Rockfish, greenspotted",50,Morro Bay,2006
650,"Rockfish, group bolina",84,Morro Bay,2006
651,"Rockfish, group gopher",170,Morro Bay,2006
652,"Rockfish, group nearshore",310,Morro Bay,2006
653,"Rockfish, group red","1,470",Morro Bay,2006
654,"Rockfish, group rosefish","1,354",Morro Bay,2006
655,"Rockfish, group shelf",41,Morro Bay,2006
656,"Rockfish, group slope","13,310",Morro Bay,2006
657,"Rockfish, group small",18,Morro Bay,2006
658,"Rockfish, kelp",528,Morro Bay,2006
659,"Rockfish, olive",77,Morro Bay,2006
660,"Rockfish, rosy",708,Morro Bay,2006
661,"Rockfish, starry",17,Morro Bay,2006
662,"Rockfish, treefish","1,434",Morro Bay,2006
663,"Rockfish, unspecified",21,Morro Bay,2006
664,"Rockfish, vermilion","8,242",Morro Bay,2006
665,"Rockfish, widow",13,Morro Bay,2006
666,"Rockfish, yellowtail",193,Morro Bay,2006
667,Sablefish,"266,379",Morro Bay,2006
668,"Salmon, Chinook","11,137",Morro Bay,2006
669,Sanddab,6,Morro Bay,2006
670,"Sardine, Pacific",115,Morro Bay,2006
671,"Seabass, white","5,678",Morro Bay,2006
672,"Shark, Pacific angel",632,Morro Bay,2006
673,"Shark, leopard",259,Morro Bay,2006
674,"Shark, pelagic thresher",127,Morro Bay,2006
675,"Shark, sevengill",269,Morro Bay,2006
676,"Shark, shortfin mako","8,661",Morro Bay,2006
677,"Shark, soupfin","3,347",Morro Bay,2006
678,"Shark, spiny dogfish",31,Morro Bay,2006
679,"Shark, thresher","12,484",Morro Bay,2006
680,"Sheephead, California","1,146",Morro Bay,2006
681,"Skate, unspecified",956,Morro Bay,2006
682,"Sole, Dover","24,919",Morro Bay,2006
683,"Sole, English",363,Morro Bay,2006
684,"Sole, petrale","2,167",Morro Bay,2006
685,"Sole, rock",21,Morro Bay,2006
686,"Sole, sand",638,Morro Bay,2006
687,"Sole, unspecified",444,Morro Bay,2006
688,"Surfperch, barred","2,800",Morro Bay,2006
689,"Surfperch, black",3,Morro Bay,2006
690,"Surfperch, redtail",8,Morro Bay,2006
691,"Bass, giant sea",94,Morro Bay,2005
692,Cabezon,"32,964",Morro Bay,2005
693,"Croaker, white",346,Morro Bay,2005
694,"Eel, monkeyface (prickleback)",61,Morro Bay,2005
695,"Flounder, starry",395,Morro Bay,2005
696,"Flounder, unspecified",249,Morro Bay,2005
697,"Greenling, kelp","1,607",Morro Bay,2005
698,Grenadier,331,Morro Bay,2005
699,"Halibut, California","8,495",Morro Bay,2005
700,Lingcod,"23,457",Morro Bay,2005
701,Louvar,184,Morro Bay,2005
702,Opah,"2,291",Morro Bay,2005
703,"Ratfish, spotted",2,Morro Bay,2005
704,"Ray, bat",271,Morro Bay,2005
705,"Rockfish, China",133,Morro Bay,2005
706,"Rockfish, Mexican",19,Morro Bay,2005
707,"Rockfish, aurora",533,Morro Bay,2005
708,"Rockfish, bank","9,912",Morro Bay,2005
709,"Rockfish, black-and-yellow","12,304",Morro Bay,2005
710,"Rockfish, black",185,Morro Bay,2005
711,"Rockfish, blackgill","43,113",Morro Bay,2005
712,"Rockfish, blue",972,Morro Bay,2005
713,"Rockfish, bocaccio",719,Morro Bay,2005
714,"Rockfish, brown","42,913",Morro Bay,2005
715,"Rockfish, canary",18,Morro Bay,2005
716,"Rockfish, chilipepper",584,Morro Bay,2005
717,"Rockfish, copper",904,Morro Bay,2005
718,"Rockfish, darkblotched",380,Morro Bay,2005
719,"Rockfish, flag",14,Morro Bay,2005
720,"Rockfish, gopher","20,988",Morro Bay,2005
721,"Rockfish, grass","16,593",Morro Bay,2005
722,"Rockfish, greenstriped",12,Morro Bay,2005
723,"Rockfish, group gopher",11,Morro Bay,2005
724,"Rockfish, group nearshore",22,Morro Bay,2005
725,"Rockfish, group red","1,575",Morro Bay,2005
726,"Rockfish, group rosefish","28,644",Morro Bay,2005
727,"Rockfish, group shelf",271,Morro Bay,2005
728,"Rockfish, group slope","20,889",Morro Bay,2005
729,"Rockfish, kelp",408,Morro Bay,2005
730,"Rockfish, olive",209,Morro Bay,2005
731,"Rockfish, pink",74,Morro Bay,2005
732,"Rockfish, redbanded",100,Morro Bay,2005
733,"Rockfish, starry",12,Morro Bay,2005
734,"Rockfish, treefish","1,487",Morro Bay,2005
735,"Rockfish, unspecified",30,Morro Bay,2005
736,"Rockfish, vermilion","6,266",Morro Bay,2005
737,"Rockfish, yellowtail",53,Morro Bay,2005
738,Sablefish,"126,333",Morro Bay,2005
739,"Salmon, Chinook","163,975",Morro Bay,2005
740,"Sanddab, Pacific","2,175",Morro Bay,2005
741,"Seabass, white",510,Morro Bay,2005
742,"Shark, Pacific angel",863,Morro Bay,2005
743,"Shark, leopard",80,Morro Bay,2005
744,"Shark, sevengill",304,Morro Bay,2005
745,"Shark, shortfin mako","3,630",Morro Bay,2005
746,"Shark, soupfin",546,Morro Bay,2005
747,"Shark, spiny dogfish",388,Morro Bay,2005
748,"Shark, thresher","8,623",Morro Bay,2005
749,"Sheephead, California",761,Morro Bay,2005
750,"Sole, Dover","261,954",Morro Bay,2005
751,"Sole, English","30,131",Morro Bay,2005
752,"Sole, fantail",10,Morro Bay,2005
753,"Sole, petrale","159,745",Morro Bay,2005
754,"Sole, rex","65,450",Morro Bay,2005
755,"Sole, rock",3,Morro Bay,2005
756,"Sole, sand",385,Morro Bay,2005
757,"Sole, unspecified",321,Morro Bay,2005
758,"Surfperch, barred","2,538",Morro Bay,2005
759,"Surfperch, unspecified","8,133",Morro Bay,2005
760,Swordfish,"45,575",Morro Bay,2005
761,"Thornyhead, longspine","123,784",Morro Bay,2005
762,"Thornyhead, shortspine","46,838",Morro Bay,2005
763,"Barracuda, California",13,Morro Bay,2004
764,"Bonito, Pacific",46,Morro Bay,2004
765,Cabezon,"52,665",Morro Bay,2004
766,"Croaker, white",7,Morro Bay,2004
767,Dolphin (fish),105,Morro Bay,2004
768,"Eel, monkeyface (prickleback)",78,Morro Bay,2004
769,"Eel, wolf (wolf-eel)",2,Morro Bay,2004
770,"Fish, unspecified",962,Morro Bay,2004
771,"Flounder, starry",130,Morro Bay,2004
772,"Flounder, unspecified",98,Morro Bay,2004
773,"Greenling, kelp","1,949",Morro Bay,2004
774,Grenadier,158,Morro Bay,2004
775,"Halibut, California","5,086",Morro Bay,2004
776,Lingcod,"25,041",Morro Bay,2004
777,Louvar,106,Morro Bay,2004
778,"Mackerel, Pacific",4,Morro Bay,2004
779,Opah,"1,886",Morro Bay,2004
780,"Pomfret, Pacific",7,Morro Bay,2004
781,"Rockfish, China",49,Morro Bay,2004
782,"Rockfish, bank","60,469",Morro Bay,2004
783,"Rockfish, black-and-yellow","10,072",Morro Bay,2004
784,"Rockfish, black",211,Morro Bay,2004
785,"Rockfish, blackgill","51,074",Morro Bay,2004
786,"Rockfish, blue","1,145",Morro Bay,2004
787,"Rockfish, bocaccio",599,Morro Bay,2004
788,"Rockfish, bronzespotted",42,Morro Bay,2004
789,"Rockfish, brown","48,655",Morro Bay,2004
790,"Rockfish, canary",11,Morro Bay,2004
791,"Rockfish, chilipepper","5,102",Morro Bay,2004
792,"Rockfish, copper",550,Morro Bay,2004
793,"Rockfish, darkblotched",260,Morro Bay,2004
794,"Rockfish, gopher","16,894",Morro Bay,2004
795,"Rockfish, grass","17,833",Morro Bay,2004
796,"Rockfish, greenspotted",10,Morro Bay,2004
797,"Rockfish, group bolina",66,Morro Bay,2004
798,"Rockfish, group nearshore",53,Morro Bay,2004
799,"Rockfish, group red","1,396",Morro Bay,2004
800,"Rockfish, group rosefish","45,126",Morro Bay,2004
801,"Rockfish, group shelf",9,Morro Bay,2004
802,"Rockfish, group slope","57,976",Morro Bay,2004
803,"Rockfish, kelp",533,Morro Bay,2004
804,"Rockfish, olive",34,Morro Bay,2004
805,"Rockfish, redbanded",130,Morro Bay,2004
806,"Rockfish, splitnose",16,Morro Bay,2004
807,"Rockfish, starry",14,Morro Bay,2004
808,"Rockfish, treefish",869,Morro Bay,2004
809,"Rockfish, unspecified",503,Morro Bay,2004
810,"Rockfish, vermilion","6,321",Morro Bay,2004
811,Sablefish,"180,882",Morro Bay,2004
812,"Salmon, Chinook","64,280",Morro Bay,2004
813,"Sanddab, Pacific",205,Morro Bay,2004
814,"Seabass, white","1,774",Morro Bay,2004
815,"Shark, Pacific angel",27,Morro Bay,2004
816,"Shark, leopard",126,Morro Bay,2004
817,"Shark, sevengill",306,Morro Bay,2004
818,"Shark, shortfin mako","1,439",Morro Bay,2004
819,"Shark, soupfin",359,Morro Bay,2004
820,"Shark, spiny dogfish","4,518",Morro Bay,2004
821,"Shark, swell",30,Morro Bay,2004
822,"Shark, thresher","12,259",Morro Bay,2004
823,"Shark, unspecified",50,Morro Bay,2004
824,"Sheephead, California",574,Morro Bay,2004
825,"Skate, California",47,Morro Bay,2004
826,"Skate, unspecified","1,074",Morro Bay,2004
827,"Sole, Dover","701,155",Morro Bay,2004
828,"Sole, English","64,817",Morro Bay,2004
829,"Sole, fantail",2,Morro Bay,2004
830,"Sole, petrale","239,338",Morro Bay,2004
831,"Sole, rex","70,820",Morro Bay,2004
832,"Sole, rock",10,Morro Bay,2004
833,"Sole, sand",35,Morro Bay,2004
834,"Sole, unspecified",95,Morro Bay,2004
835,"Anchovy, northern","7,010",Morro Bay,2003
836,"Barracuda, California",238,Morro Bay,2003
837,"Bonito, Pacific",109,Morro Bay,2003
838,Cabezon,"50,277",Morro Bay,2003
839,"Eel, monkeyface (prickleback)",19,Morro Bay,2003
840,"Flounder, starry",184,Morro Bay,2003
841,"Flounder, unspecified",83,Morro Bay,2003
842,"Greenling, kelp","3,772",Morro Bay,2003
843,Grenadier,"4,717",Morro Bay,2003
844,"Guitarfish, shovelnose",6,Morro Bay,2003
845,"Halibut, California","10,514",Morro Bay,2003
846,Lingcod,"20,714",Morro Bay,2003
847,Louvar,194,Morro Bay,2003
848,"Mackerel, Pacific",21,Morro Bay,2003
849,"Mackerel, jack",34,Morro Bay,2003
850,Opah,"1,783",Morro Bay,2003
851,"Rockfish, China",67,Morro Bay,2003
852,"Rockfish, aurora","1,984",Morro Bay,2003
853,"Rockfish, bank","112,418",Morro Bay,2003
854,"Rockfish, black-and-yellow","7,399",Morro Bay,2003
855,"Rockfish, black",148,Morro Bay,2003
856,"Rockfish, blackgill","144,583",Morro Bay,2003
857,"Rockfish, blue","2,727",Morro Bay,2003
858,"Rockfish, bocaccio",46,Morro Bay,2003
859,"Rockfish, brown","39,594",Morro Bay,2003
860,"Rockfish, canary",1,Morro Bay,2003
861,"Rockfish, chilipepper","5,773",Morro Bay,2003
862,"Rockfish, copper","1,073",Morro Bay,2003
863,"Rockfish, darkblotched",529,Morro Bay,2003
864,"Rockfish, gopher","20,606",Morro Bay,2003
865,"Rockfish, grass","17,528",Morro Bay,2003
866,"Rockfish, group bolina",273,Morro Bay,2003
867,"Rockfish, group gopher",4,Morro Bay,2003
868,"Rockfish, group nearshore",21,Morro Bay,2003
869,"Rockfish, group red",887,Morro Bay,2003
870,"Rockfish, group rosefish","73,422",Morro Bay,2003
871,"Rockfish, group shelf",199,Morro Bay,2003
872,"Rockfish, group slope","10,780",Morro Bay,2003
873,"Rockfish, kelp",435,Morro Bay,2003
874,"Rockfish, olive",103,Morro Bay,2003
875,"Rockfish, redbanded",10,Morro Bay,2003
876,"Rockfish, splitnose","5,047",Morro Bay,2003
877,"Rockfish, treefish","1,281",Morro Bay,2003
878,"Rockfish, unspecified",354,Morro Bay,2003
879,"Rockfish, vermilion","3,472",Morro Bay,2003
880,"Rockfish, yellowtail",1,Morro Bay,2003
881,Sablefish,"188,263",Morro Bay,2003
882,"Salmon, Chinook","23,681",Morro Bay,2003
883,"Seabass, white","10,139",Morro Bay,2003
884,"Shark, Pacific angel",411,Morro Bay,2003
885,"Shark, bigeye thresher",196,Morro Bay,2003
886,"Shark, leopard",167,Morro Bay,2003
887,"Shark, sevengill",300,Morro Bay,2003
888,"Shark, shortfin mako","1,727",Morro Bay,2003
889,"Shark, soupfin","2,172",Morro Bay,2003
890,"Shark, spiny dogfish","1,749",Morro Bay,2003
891,"Shark, thresher","9,527",Morro Bay,2003
892,"Sheephead, California",463,Morro Bay,2003
893,"Skate, unspecified","7,660",Morro Bay,2003
894,"Sole, Dover","775,472",Morro Bay,2003
895,"Sole, English","6,278",Morro Bay,2003
896,"Sole, fantail",23,Morro Bay,2003
897,"Sole, petrale","110,958",Morro Bay,2003
898,"Sole, rex","75,011",Morro Bay,2003
899,"Sole, rock",61,Morro Bay,2003
900,"Sole, sand",426,Morro Bay,2003
901,"Sole, unspecified",138,Morro Bay,2003
902,"Surfperch, barred","15,500",Morro Bay,2003
903,"Surfperch, black",2,Morro Bay,2003
904,"Surfperch, calico",150,Morro Bay,2003
905,"Surfperch, rainbow",3,Morro Bay,2003
906,"Surfperch, redtail",20,Morro Bay,2003
907,"Barracuda, California",171,Morro Bay,2002
908,"Bass, giant sea",363,Morro Bay,2002
909,"Bonito, Pacific",115,Morro Bay,2002
910,Butterfish (Pacific pompano),64,Morro Bay,2002
911,Cabezon,"50,854",Morro Bay,2002
912,"Eel, monkeyface",42,Morro Bay,2002
913,Eel,5,Morro Bay,2002
914,"Fish, unspecified",8,Morro Bay,2002
915,"Flounder, starry",426,Morro Bay,2002
916,"Flounder, unspecified",262,Morro Bay,2002
917,"Greenling, kelp","5,255",Morro Bay,2002
918,Grenadiers,"7,229",Morro Bay,2002
919,"Guitarfish, shovelnose",94,Morro Bay,2002
920,"Halibut, California","17,509",Morro Bay,2002
921,Lingcod,"18,484",Morro Bay,2002
922,Louvar,739,Morro Bay,2002
923,Opah,"1,598",Morro Bay,2002
924,Opaleye,2,Morro Bay,2002
925,Pacific Pomfret,19,Morro Bay,2002
926,"Rockfish, China",178,Morro Bay,2002
927,"Rockfish, Mexican",8,Morro Bay,2002
928,"Rockfish, bank","375,936",Morro Bay,2002
929,"Rockfish, black-and-yellow","5,152",Morro Bay,2002
930,"Rockfish, black",99,Morro Bay,2002
931,"Rockfish, blackgill","60,969",Morro Bay,2002
932,"Rockfish, blue","1,636",Morro Bay,2002
933,"Rockfish, bocaccio",637,Morro Bay,2002
934,"Rockfish, bronzespotted",109,Morro Bay,2002
935,"Rockfish, brown","34,884",Morro Bay,2002
936,"Rockfish, chilipepper","4,442",Morro Bay,2002
937,"Rockfish, copper",528,Morro Bay,2002
938,"Rockfish, darkblotched",161,Morro Bay,2002
939,"Rockfish, flag",14,Morro Bay,2002
940,"Rockfish, gopher","40,811",Morro Bay,2002
941,"Rockfish, grass","15,385",Morro Bay,2002
942,"Rockfish, greenspotted",68,Morro Bay,2002
943,"Rockfish, group bolina",703,Morro Bay,2002
944,"Rockfish, group gopher",170,Morro Bay,2002
945,"Rockfish, group nearshore",79,Morro Bay,2002
946,"Rockfish, group red","1,308",Morro Bay,2002
947,"Rockfish, group rosefish","67,006",Morro Bay,2002
948,"Rockfish, group shelf",90,Morro Bay,2002
949,"Rockfish, group slope","56,433",Morro Bay,2002
950,"Rockfish, group small",912,Morro Bay,2002
951,"Rockfish, kelp",551,Morro Bay,2002
952,"Rockfish, olive",105,Morro Bay,2002
953,"Rockfish, redbanded",532,Morro Bay,2002
954,"Rockfish, splitnose","3,035",Morro Bay,2002
955,"Rockfish, starry",13,Morro Bay,2002
956,"Rockfish, treefish","2,138",Morro Bay,2002
957,"Rockfish, unspecified",77,Morro Bay,2002
958,"Rockfish, vermilion","2,663",Morro Bay,2002
959,"Rockfish, widow",41,Morro Bay,2002
960,"Rockfish, yellowtail",44,Morro Bay,2002
961,Sablefish,"124,201",Morro Bay,2002
962,"Salmon, chinook","130,998",Morro Bay,2002
963,"Sardine, Pacific","224,700",Morro Bay,2002
964,"Seabass, white","20,096",Morro Bay,2002
965,"Shark, Pacific angel",909,Morro Bay,2002
966,"Shark, leopard",98,Morro Bay,2002
967,"Shark, shortfin mako","2,013",Morro Bay,2002
968,"Shark, soupfin","1,650",Morro Bay,2002
969,"Shark, spiny dogfish",39,Morro Bay,2002
970,"Shark, thresher","10,219",Morro Bay,2002
971,"Shark, unspecified",148,Morro Bay,2002
972,"Sheephead, California",665,Morro Bay,2002
973,"Skate, unspecified","8,435",Morro Bay,2002
974,"Smelt, surf",1,Morro Bay,2002
975,"Sole, Dover","628,223",Morro Bay,2002
976,"Sole, English","3,735",Morro Bay,2002
977,"Sole, fantail",145,Morro Bay,2002
978,"Sole, petrale","67,223",Morro Bay,2002
979,"Anchovy, northern","7,637",Morro Bay,2001
980,"Barracuda, California",115,Morro Bay,2001
981,"Bass, giant sea",169,Morro Bay,2001
982,"Bonito, Pacific",195,Morro Bay,2001
983,Butterfish (Pacific pompano),75,Morro Bay,2001
984,Cabezon,"72,968",Morro Bay,2001
985,"Croaker, white","1,339",Morro Bay,2001
986,"Eel, California moray",3,Morro Bay,2001
987,"Eel, monkeyface",119,Morro Bay,2001
988,"Eel, wolf (wolf-eel)",9,Morro Bay,2001
989,Eel,11,Morro Bay,2001
990,Escolar,15,Morro Bay,2001
991,"Flounder, starry",562,Morro Bay,2001
992,"Flounder, unspecified","1,257",Morro Bay,2001
993,"Greenling, kelp","4,989",Morro Bay,2001
994,Grenadiers,"4,738",Morro Bay,2001
995,"Guitarfish, shovelnose",383,Morro Bay,2001
996,"Halibut, California","62,842",Morro Bay,2001
997,"Halibut, Pacific",45,Morro Bay,2001
998,Lingcod,"13,300",Morro Bay,2001
999,Louvar,"1,335",Morro Bay,2001
1000,"Mackerel, Pacific",45,Morro Bay,2001
1001,"Mackerel, unspecified",1,Morro Bay,2001
1002,Opah,"5,082",Morro Bay,2001
1003,Pacific Pomfret,"8,028",Morro Bay,2001
1004,"Rockfish, China",256,Morro Bay,2001
1005,"Rockfish, bank","65,615",Morro Bay,2001
1006,"Rockfish, black-and-yellow","7,017",Morro Bay,2001
1007,"Rockfish, black",132,Morro Bay,2001
1008,"Rockfish, blackgill","49,326",Morro Bay,2001
1009,"Rockfish, blue","1,249",Morro Bay,2001
1010,"Rockfish, bocaccio",684,Morro Bay,2001
1011,"Rockfish, brown","43,163",Morro Bay,2001
1012,"Rockfish, canary",59,Morro Bay,2001
1013,"Rockfish, chilipepper","6,256",Morro Bay,2001
1014,"Rockfish, copper",848,Morro Bay,2001
1015,"Rockfish, darkblotched",147,Morro Bay,2001
1016,"Rockfish, gopher","55,269",Morro Bay,2001
1017,"Rockfish, grass","18,243",Morro Bay,2001
1018,"Rockfish, greenspotted",47,Morro Bay,2001
1019,"Rockfish, greenstriped",3,Morro Bay,2001
1020,"Rockfish, group bolina","1,659",Morro Bay,2001
1021,"Rockfish, group gopher",628,Morro Bay,2001
1022,"Rockfish, group nearshore",336,Morro Bay,2001
1023,"Rockfish, group red","3,771",Morro Bay,2001
1024,"Rockfish, group rosefish","36,881",Morro Bay,2001
1025,"Rockfish, group shelf",632,Morro Bay,2001
1026,"Rockfish, group slope","24,446",Morro Bay,2001
1027,"Rockfish, kelp",361,Morro Bay,2001
